N,P,K,temperature,humidity,ph,rainfall,label,land_size,water_supply,preference_cereals,preference_vegetables,preference_fruits
21.63,37.73,25.13,35.4,49.46,6.17,41.1,Mango,0.934,0,0,0,1
15.96,16.02,26.26,29.81,52.14,5.19,50.64,Mango,0.92,1,0,0,1
41.02,15.0,39.93,34.16,54.16,4.95,5.18,Mango,0.347,0,0,0,1
3.26,19.38,20.42,28.93,47.94,5.66,8.08,Mango,0.593,1,0,0,1
41.78,20.07,39.16,27.98,53.33,5.55,24.83,Mango,0.462,1,0,0,1
26.96,18.12,34.23,31.2,54.5,6.8,3.75,Mango,0.916,0,0,0,1
28.11,42.58,24.99,32.13,50.53,6.1,115.24,Mango,0.588,0,0,0,1
39.7,16.6,27.27,28.92,48.14,5.08,6.89,Mango,0.277,0,0,0,1
9.88,39.76,27.82,31.1,47.41,4.55,127.59,Mango,0.386,0,0,0,1
36.38,20.84,30.29,34.74,49.09,5.86,1.07,Mango,0.399,0,0,0,1
8.0,32.9,29.21,29.98,49.49,6.44,8.9,Mango,0.636,0,0,0,1
16.48,26.54,24.92,33.8,46.13,4.51,27.17,Mango,0.792,1,0,0,1
29.63,13.03,21.07,30.07,50.96,6.11,98.17,Mango,0.809,0,0,0,1
11.74,34.22,32.31,27.92,51.78,6.48,62.52,Mango,0.534,1,0,0,1
36.72,32.26,29.41,31.41,49.22,6.83,108.4,Mango,0.115,1,0,0,1
10.38,27.73,29.25,35.79,51.94,5.4,159.65,Mango,0.372,1,0,0,1
12.11,34.24,28.67,33.36,45.02,6.14,48.17,Mango,0.42,1,0,0,1
5.58,16.34,27.28,35.96,48.7,4.56,2.81,Mango,0.995,0,0,0,1
1.18,31.97,31.06,28.33,51.4,6.43,4.12,Mango,0.627,0,0,0,1
18.06,29.63,31.18,32.28,50.19,5.32,89.64,Mango,0.605,1,0,0,1
40.79,16.32,25.52,31.99,50.85,5.28,74.26,Mango,0.234,1,0,0,1
4.44,41.97,24.0,27.58,48.57,6.72,70.21,Mango,0.375,1,0,0,1
8.64,28.66,31.92,29.38,45.89,5.73,6.6,Mango,0.607,1,0,0,1
1.87,43.96,29.17,32.39,53.23,4.69,48.58,Mango,0.277,0,0,0,1
21.93,37.8,34.34,30.91,49.93,6.81,70.73,Mango,0.711,0,0,0,1
40.12,43.5,37.18,35.38,45.58,6.45,92.3,Mango,0.312,1,0,0,1
4.63,27.88,31.93,32.32,52.59,5.84,199.07,Mango,0.138,1,0,0,1
27.81,29.81,25.44,28.22,47.41,5.02,15.01,Mango,0.172,0,0,0,1
38.3,29.67,31.62,27.27,47.17,6.42,24.65,Mango,0.223,1,0,0,1
41.41,15.7,30.14,27.11,50.71,4.94,7.19,Mango,0.758,1,0,0,1
6.34,17.73,28.36,34.89,48.76,6.41,7.84,Mango,0.394,1,0,0,1
33.42,13.11,25.9,33.75,48.5,6.78,65.37,Mango,0.666,1,0,0,1
5.58,16.13,25.87,27.35,54.44,6.44,36.22,Mango,0.87,0,0,0,1
44.0,38.13,23.6,32.89,52.61,4.65,55.58,Mango,0.93,0,0,0,1
20.41,33.5,28.12,35.39,51.43,5.25,38.46,Mango,0.413,1,0,0,1
35.03,30.37,22.64,27.55,47.91,5.91,53.77,Mango,0.206,0,0,0,1
19.2,21.94,28.64,32.82,47.46,4.76,95.82,Mango,0.1,0,0,0,1
37.27,21.37,23.91,30.17,51.08,6.81,22.63,Mango,0.515,0,0,0,1
23.0,26.81,33.37,29.26,54.82,5.34,3.24,Mango,0.938,0,0,0,1
30.92,19.96,32.27,32.06,51.08,6.34,4.58,Mango,0.308,0,0,0,1
19.02,20.12,30.0,28.7,47.72,4.75,39.12,Mango,0.823,0,0,0,1
10.47,35.98,30.92,29.14,49.41,6.83,97.31,Mango,0.869,0,0,0,1
25.05,38.68,27.85,28.35,53.54,6.97,13.61,Mango,0.28,0,0,0,1
18.3,31.79,22.8,27.67,45.42,4.95,6.96,Mango,0.821,1,0,0,1
23.86,22.5,30.54,28.12,46.17,5.63,5.77,Mango,0.436,0,0,0,1
1.14,40.38,28.49,30.79,46.7,6.27,71.41,Mango,0.165,1,0,0,1
2.17,22.28,28.39,28.89,54.81,6.47,6.08,Mango,0.935,0,0,0,1
41.89,40.92,22.36,33.33,45.61,6.95,7.78,Mango,0.187,1,0,0,1
16.68,29.36,31.47,27.79,53.97,5.64,11.41,Mango,0.543,1,0,0,1
3.18,17.93,26.16,31.65,48.21,6.39,62.01,Mango,0.656,1,0,0,1
9.32,45.55,27.63,29.75,46.74,4.98,97.9,Mango,0.669,1,0,0,1
30.04,34.18,38.98,31.33,50.22,5.42,21.93,Mango,0.777,0,0,0,1
14.86,30.74,33.55,35.64,48.97,6.94,82.26,Mango,0.152,0,0,0,1
16.03,21.67,22.6,31.67,51.99,5.44,5.86,Mango,0.305,1,0,0,1
7.3,17.84,36.92,32.27,53.56,5.87,74.53,Mango,0.496,1,0,0,1
23.93,35.95,22.81,27.81,51.59,4.75,145.33,Mango,0.282,1,0,0,1
10.55,36.9,23.32,34.59,50.34,5.5,121.03,Mango,0.908,0,0,0,1
28.44,22.63,30.63,31.27,52.24,6.81,5.69,Mango,0.379,1,0,0,1
32.1,38.69,32.73,33.94,52.72,6.46,3.14,Mango,0.199,0,0,0,1
13.6,17.84,38.22,31.09,47.02,4.79,29.96,Mango,0.561,1,0,0,1
47.13,16.94,36.05,31.89,49.02,6.48,183.77,Mango,0.611,0,0,0,1
33.33,26.28,27.3,32.45,50.7,6.53,42.11,Mango,0.101,0,0,0,1
0.0,15.13,27.92,35.47,47.97,6.28,9.41,Mango,1.0,1,0,0,1
0.84,25.31,23.87,27.33,49.3,6.05,4.49,Mango,0.71,0,0,0,1
2.13,28.97,32.68,30.9,49.96,5.73,9.08,Mango,0.797,1,0,0,1
12.84,26.64,30.96,29.09,45.57,5.32,46.15,Mango,0.67,1,0,0,1
6.87,28.04,28.43,30.02,46.78,4.67,81.84,Mango,0.196,1,0,0,1
0.0,43.19,30.85,34.13,51.26,5.1,17.44,Mango,0.984,1,0,0,1
22.1,28.23,36.71,33.45,53.06,5.34,3.22,Mango,0.205,0,0,0,1
22.12,18.74,27.74,35.39,52.49,5.06,84.7,Mango,0.739,1,0,0,1
23.03,45.47,27.64,31.53,53.06,5.82,17.38,Mango,0.932,1,0,0,1
23.7,18.63,34.27,30.76,47.94,5.96,2.65,Mango,0.783,1,0,0,1
28.33,23.48,26.87,30.02,50.1,5.68,139.27,Mango,0.492,0,0,0,1
6.43,34.39,31.94,31.33,47.59,6.52,7.97,Mango,0.131,0,0,0,1
25.07,37.28,29.58,33.88,54.39,6.27,3.75,Mango,0.207,1,0,0,1
6.72,37.11,26.83,28.08,54.96,6.13,24.12,Mango,0.533,0,0,0,1
34.32,17.97,22.56,35.54,52.95,4.93,9.51,Mango,0.375,0,0,0,1
34.16,21.15,27.93,28.71,50.44,5.45,26.24,Mango,0.265,1,0,0,1
21.1,42.29,29.67,31.48,48.78,4.53,12.4,Mango,0.126,1,0,0,1
19.73,24.5,30.9,27.7,51.42,5.4,67.62,Mango,0.601,1,0,0,1
24.54,20.12,37.08,30.41,52.48,6.62,23.65,Mango,0.291,0,0,0,1
28.9,21.85,31.76,32.18,54.01,6.21,11.83,Mango,0.938,1,0,0,1
18.05,27.96,26.13,32.61,47.75,5.42,24.41,Mango,0.539,0,0,0,1
27.76,130.73,187.59,30.0,81.54,6.11,2.38,Papaya,0.215,0,0,0,1
11.2,138.88,171.48,30.73,82.43,6.09,134.22,Papaya,0.325,1,0,0,1
18.97,133.95,205.0,32.45,83.89,5.9,10.28,Papaya,0.84,1,0,0,1
31.84,130.32,159.86,37.47,80.66,6.16,7.35,Papaya,0.509,1,0,0,1
28.12,119.82,180.37,22.03,83.74,5.73,27.07,Papaya,0.241,1,0,0,1
2.03,110.61,190.86,39.65,82.21,6.25,5.38,Papaya,0.561,1,0,0,1
29.63,130.66,163.51,16.78,82.75,6.11,43.71,Papaya,0.218,1,0,0,1
11.15,128.66,181.82,12.14,83.57,5.65,34.58,Papaya,0.266,0,0,0,1
4.94,124.15,202.99,12.76,81.62,6.13,9.27,Papaya,0.149,1,0,0,1
14.8,145.0,205.0,39.04,80.18,6.5,4.71,Papaya,0.5,0,0,0,1
27.58,108.92,178.81,39.71,82.69,5.55,4.8,Papaya,0.234,1,0,0,1
25.51,145.0,205.0,9.47,82.29,5.8,95.38,Papaya,0.512,1,0,0,1
9.07,110.68,205.0,29.59,80.92,5.57,5.57,Papaya,0.262,1,0,0,1
16.02,145.0,205.0,17.83,80.96,6.28,76.19,Papaya,0.45,1,0,0,1
32.79,115.59,205.0,8.83,82.9,5.54,6.29,Papaya,0.762,1,0,0,1
20.26,111.89,205.0,27.83,83.51,6.21,65.98,Papaya,0.697,1,0,0,1
32.04,145.0,162.85,11.02,80.56,5.87,85.38,Papaya,0.82,1,0,0,1
3.2,117.41,205.0,17.59,80.85,6.33,6.87,Papaya,0.397,1,0,0,1
29.91,141.96,182.95,19.89,82.73,5.86,35.03,Papaya,0.197,1,0,0,1
3.64,115.44,183.69,29.94,81.78,5.9,40.83,Papaya,0.931,0,0,0,1
40.83,145.0,198.99,36.73,80.59,5.78,18.41,Papaya,0.961,1,0,0,1
34.1,119.53,205.0,20.42,81.54,5.93,2.32,Papaya,0.842,1,0,0,1
29.06,121.79,205.0,25.52,83.98,6.23,1.91,Papaya,0.824,1,0,0,1
27.76,143.69,205.0,30.51,82.72,5.59,89.79,Papaya,0.664,1,0,0,1
13.15,131.7,183.96,18.43,80.56,5.57,3.15,Papaya,0.142,0,0,0,1
24.43,132.58,188.53,12.09,83.59,5.93,92.12,Papaya,0.625,1,0,0,1
15.36,131.93,205.0,23.6,82.48,6.42,9.68,Papaya,0.706,1,0,0,1
5.66,123.67,185.9,12.8,81.21,6.42,7.44,Papaya,0.423,1,0,0,1
31.11,141.54,205.0,38.06,82.25,6.23,14.43,Papaya,0.977,1,0,0,1
25.35,142.07,171.54,39.07,82.04,6.0,131.43,Papaya,0.287,1,0,0,1
26.12,145.0,186.43,33.78,81.16,5.69,1.88,Papaya,0.938,1,0,0,1
7.17,126.34,190.59,16.76,82.0,5.66,1.21,Papaya,0.199,1,0,0,1
30.86,143.21,176.07,35.89,82.67,6.36,13.33,Papaya,0.754,1,0,0,1
9.0,121.94,174.09,21.01,81.18,6.12,158.17,Papaya,0.615,1,0,0,1
19.6,145.0,205.0,10.9,80.02,6.21,124.29,Papaya,0.153,1,0,0,1
36.35,145.0,205.0,16.36,83.0,6.49,70.12,Papaya,0.836,1,0,0,1
2.96,145.0,179.26,20.28,81.32,5.82,4.2,Papaya,0.812,1,0,0,1
42.49,145.0,180.36,25.11,83.25,6.33,7.16,Papaya,0.485,1,0,0,1
13.28,113.99,183.68,33.46,83.87,5.56,8.82,Papaya,0.677,1,0,0,1
17.62,111.85,205.0,11.8,80.86,6.49,19.81,Papaya,0.324,1,0,0,1
41.48,106.77,176.43,11.36,80.03,6.12,20.96,Papaya,0.987,1,0,0,1
34.69,125.11,205.0,25.24,80.69,5.7,46.95,Papaya,0.189,1,0,0,1
11.41,128.25,158.23,15.99,81.24,5.73,32.38,Papaya,0.99,1,0,0,1
0.0,137.08,161.02,22.44,80.19,6.33,2.98,Papaya,0.571,1,0,0,1
17.62,134.74,205.0,34.76,81.04,6.17,83.4,Papaya,0.225,1,0,0,1
34.67,132.88,186.64,31.11,83.34,5.65,6.37,Papaya,0.981,1,0,0,1
4.64,145.0,190.57,28.58,80.96,5.84,88.97,Papaya,0.46,1,0,0,1
34.42,116.07,162.22,41.19,81.02,5.54,94.08,Papaya,0.74,1,0,0,1
8.61,145.0,205.0,27.03,83.17,5.83,3.37,Papaya,0.208,1,0,0,1
42.13,113.09,205.0,21.19,82.33,6.4,40.38,Papaya,0.221,1,0,0,1
27.23,138.15,205.0,10.38,83.45,6.14,4.04,Papaya,0.735,1,0,0,1
13.68,145.0,184.36,31.31,82.56,5.97,4.25,Papaya,0.673,1,0,0,1
8.78,134.06,205.0,20.47,80.98,6.46,36.9,Papaya,0.539,1,0,0,1
6.87,145.0,184.14,29.37,81.54,6.34,8.7,Papaya,0.278,1,0,0,1
20.34,138.94,205.0,10.72,80.02,6.43,74.23,Papaya,0.866,1,0,0,1
39.28,126.18,174.12,14.98,80.5,6.29,37.54,Papaya,0.413,1,0,0,1
37.9,130.57,192.16,15.32,81.67,6.48,9.15,Papaya,0.451,0,0,0,1
15.89,110.21,205.0,18.74,81.12,5.93,34.71,Papaya,0.292,1,0,0,1
22.22,125.5,203.73,19.36,83.36,5.98,3.89,Papaya,0.887,1,0,0,1
16.64,145.0,175.57,41.21,81.61,6.39,9.17,Papaya,0.807,1,0,0,1
38.99,145.0,186.76,33.34,82.51,5.69,130.41,Papaya,0.214,1,0,0,1
18.76,112.28,205.0,23.82,80.12,6.0,4.09,Papaya,0.675,0,0,0,1
30.02,120.84,177.51,40.66,81.25,6.37,170.79,Papaya,0.104,1,0,0,1
35.22,137.08,205.0,11.83,80.28,5.51,18.56,Papaya,0.248,0,0,0,1
16.96,134.96,176.94,13.29,83.54,5.7,49.67,Papaya,0.167,1,0,0,1
45.53,136.37,179.07,35.83,83.33,5.78,7.46,Papaya,0.502,0,0,0,1
42.7,129.0,205.0,26.18,81.04,6.32,63.22,Papaya,0.302,1,0,0,1
35.12,106.76,205.0,24.58,80.71,5.97,1.56,Papaya,0.884,1,0,0,1
33.92,145.0,185.03,29.67,83.71,5.89,67.53,Papaya,0.867,1,0,0,1
30.16,145.0,183.41,39.37,81.25,6.13,140.55,Papaya,0.456,1,0,0,1
6.73,145.0,166.76,17.67,82.93,6.31,3.33,Papaya,0.708,1,0,0,1
6.61,96.65,200.98,24.07,82.66,6.05,1.05,Papaya,0.422,1,0,0,1
38.85,145.0,205.0,15.31,80.1,5.8,92.62,Papaya,0.717,1,0,0,1
40.98,145.0,204.38,21.77,80.55,6.4,187.45,Papaya,0.354,1,0,0,1
13.43,145.0,205.0,26.92,80.77,5.95,14.96,Papaya,0.274,1,0,0,1
7.69,145.0,196.38,41.66,82.22,5.61,8.37,Papaya,0.342,0,0,0,1
27.14,138.95,193.09,17.99,81.18,5.78,1.16,Papaya,0.242,1,0,0,1
13.84,120.1,167.98,29.12,82.79,5.68,173.85,Papaya,0.324,1,0,0,1
42.92,145.0,205.0,34.39,83.18,5.86,148.09,Papaya,0.85,1,0,0,1
38.51,145.0,205.0,41.36,82.8,6.44,96.51,Papaya,0.229,1,0,0,1
27.26,110.59,205.0,35.12,82.27,5.55,164.62,Papaya,0.762,1,0,0,1
30.0,141.88,205.0,19.65,80.15,6.11,74.68,Papaya,0.149,1,0,0,1
0.97,116.49,178.02,16.28,82.94,5.62,27.96,Papaya,0.27,0,0,0,1
36.99,123.48,163.97,21.12,80.63,6.35,1.54,Papaya,0.166,0,0,0,1
27.54,145.0,164.26,19.21,82.9,6.48,34.75,Papaya,0.489,1,0,0,1
5.63,113.68,205.0,25.96,82.58,5.84,3.02,Papaya,0.246,1,0,0,1
4.88,124.75,183.22,25.67,81.62,6.29,32.04,Papaya,0.974,0,0,0,1
27.29,128.66,181.1,41.95,81.16,5.64,11.61,Papaya,0.118,1,0,0,1
36.25,145.0,205.0,11.19,80.81,6.42,1.04,Papaya,0.715,1,0,0,1
40.8,124.11,205.0,17.54,82.95,6.32,11.39,Papaya,0.912,1,0,0,1
41.07,136.52,205.0,13.06,80.28,5.76,57.93,Papaya,0.353,1,0,0,1
12.84,103.85,204.07,9.72,83.75,6.16,48.1,Papaya,0.696,1,0,0,1
6.21,108.52,205.0,27.92,82.93,5.73,70.56,Papaya,0.382,1,0,0,1
34.57,117.73,205.0,9.54,80.73,5.91,59.34,Papaya,0.326,1,0,0,1
12.48,103.04,168.59,13.43,80.07,6.36,54.5,Papaya,0.37,1,0,0,1
19.3,145.0,205.0,9.85,80.23,5.97,15.32,Papaya,0.1,1,0,0,1
41.99,145.0,177.9,24.97,82.73,6.48,4.06,Papaya,0.549,1,0,0,1
6.22,145.0,205.0,27.24,82.95,6.22,59.8,Papaya,0.107,1,0,0,1
36.95,111.37,205.0,18.71,83.48,6.21,4.96,Papaya,0.475,1,0,0,1
36.9,116.85,170.0,9.95,82.55,5.84,4.48,Papaya,0.633,1,0,0,1
99.04,23.98,56.03,26.47,80.92,6.28,4.76,Watermelon,0.819,1,0,0,1
103.06,21.54,65.19,25.19,83.45,6.82,34.58,Watermelon,0.412,1,0,0,1
87.45,26.3,41.42,25.3,81.78,6.38,28.87,Watermelon,0.287,1,0,0,1
112.45,9.18,46.63,24.75,88.31,6.58,23.97,Watermelon,0.805,1,0,0,1
109.99,22.69,51.63,26.59,81.33,6.93,74.64,Watermelon,0.823,1,0,0,1
83.15,20.99,58.05,24.53,88.99,6.14,2.94,Watermelon,0.151,1,0,0,1
99.22,31.01,52.69,26.07,88.73,6.47,17.6,Watermelon,0.131,0,0,0,1
77.64,24.88,56.61,25.97,89.77,6.85,38.55,Watermelon,0.384,1,0,0,1
96.79,25.73,43.33,26.22,85.35,6.51,13.21,Watermelon,0.407,1,0,0,1
104.77,15.49,59.79,24.41,89.82,6.04,3.63,Watermelon,0.451,1,0,0,1
82.64,28.0,59.37,26.49,80.05,6.06,98.43,Watermelon,0.568,1,0,0,1
78.05,16.93,50.41,24.04,84.18,6.42,5.4,Watermelon,0.759,1,0,0,1
120.88,8.76,37.63,25.54,83.32,6.94,58.27,Watermelon,0.547,1,0,0,1
121.11,8.77,57.3,26.75,83.92,6.25,6.84,Watermelon,0.607,1,0,0,1
123.8,19.67,51.11,25.71,80.23,6.19,9.5,Watermelon,0.172,0,0,0,1
88.81,12.13,53.97,25.76,84.17,6.68,2.81,Watermelon,0.221,1,0,0,1
84.29,16.25,59.2,26.79,89.65,6.51,140.42,Watermelon,0.275,1,0,0,1
92.73,19.06,48.69,24.9,89.74,6.77,11.38,Watermelon,0.645,1,0,0,1
82.04,14.95,40.59,26.81,88.23,6.43,40.11,Watermelon,0.692,1,0,0,1
122.34,14.37,49.5,25.11,80.03,6.21,4.63,Watermelon,0.178,1,0,0,1
117.53,15.3,58.25,26.21,87.69,6.42,84.28,Watermelon,0.726,1,0,0,1
82.33,7.94,44.93,24.91,86.97,6.24,10.16,Watermelon,0.648,1,0,0,1
131.48,17.8,43.53,25.79,84.27,6.76,46.06,Watermelon,0.579,1,0,0,1
77.29,16.59,49.96,25.27,87.55,6.61,31.24,Watermelon,0.546,1,0,0,1
96.32,27.81,56.54,25.76,87.59,6.7,24.69,Watermelon,0.285,1,0,0,1
96.25,9.66,38.36,25.85,89.13,6.05,78.96,Watermelon,0.952,1,0,0,1
77.66,19.02,56.86,24.34,81.44,6.76,6.18,Watermelon,0.451,1,0,0,1
98.01,4.11,60.66,25.38,80.99,6.65,178.49,Watermelon,0.952,1,0,0,1
118.64,26.02,52.25,24.86,85.05,6.74,8.96,Watermelon,0.898,1,0,0,1
86.46,25.76,48.51,24.72,88.95,6.1,42.92,Watermelon,0.85,1,0,0,1
116.82,16.63,51.94,24.21,84.21,6.54,5.78,Watermelon,0.139,1,0,0,1
103.04,20.77,51.28,25.82,82.04,6.38,55.47,Watermelon,0.954,1,0,0,1
92.52,13.2,43.97,24.47,84.16,6.42,8.59,Watermelon,0.675,1,0,0,1
91.83,4.36,44.05,24.13,84.84,6.65,42.88,Watermelon,0.383,0,0,0,1
97.3,8.34,46.42,26.18,86.52,6.26,13.35,Watermelon,0.94,1,0,0,1
124.56,20.81,39.45,26.18,86.73,6.12,144.72,Watermelon,0.985,1,0,0,1
107.66,8.4,64.66,26.04,84.64,6.03,46.8,Watermelon,0.989,1,0,0,1
105.05,26.17,53.96,26.53,82.39,6.84,9.02,Watermelon,0.623,1,0,0,1
107.44,9.57,58.15,26.82,87.83,6.55,66.09,Watermelon,0.808,0,0,0,1
71.99,17.4,51.27,25.5,81.4,6.94,40.64,Watermelon,0.578,1,0,0,1
96.67,20.34,51.38,26.2,80.38,6.88,40.87,Watermelon,0.497,1,0,0,1
106.85,6.39,60.24,25.14,89.28,6.46,48.18,Watermelon,0.258,1,0,0,1
77.73,5.11,43.66,25.92,83.47,6.92,3.54,Watermelon,0.156,1,0,0,1
107.48,5.35,62.29,26.66,89.98,6.88,195.87,Watermelon,0.434,1,0,0,1
119.68,15.6,41.17,24.07,81.64,6.92,37.72,Watermelon,0.128,1,0,0,1
118.93,23.81,41.02,24.68,82.75,6.21,32.3,Watermelon,0.299,0,0,0,1
82.38,25.39,42.57,26.11,87.64,6.3,9.43,Watermelon,0.759,0,0,0,1
98.88,6.56,54.94,26.82,87.66,6.4,5.08,Watermelon,0.957,1,0,0,1
116.83,27.82,57.21,25.16,80.28,6.86,3.39,Watermelon,0.102,1,0,0,1
115.66,22.98,60.67,25.28,83.15,6.22,8.08,Watermelon,0.916,1,0,0,1
106.8,24.81,45.47,26.22,80.9,6.09,2.09,Watermelon,0.734,1,0,0,1
80.41,16.19,50.08,24.92,80.62,6.29,4.22,Watermelon,0.907,1,0,0,1
104.64,12.69,44.23,26.22,81.01,6.32,81.14,Watermelon,0.678,1,0,0,1
92.51,19.21,49.55,26.81,87.22,6.87,42.61,Watermelon,0.998,1,0,0,1
77.78,27.32,52.46,24.31,87.47,6.07,64.09,Watermelon,0.711,0,0,0,1
130.87,25.07,41.11,24.29,88.05,6.5,23.83,Watermelon,0.136,1,0,0,1
112.73,24.33,52.0,24.43,86.34,6.68,53.26,Watermelon,0.735,1,0,0,1
136.25,21.87,50.8,25.67,88.7,6.11,12.53,Watermelon,0.373,0,0,0,1
78.34,7.54,50.23,25.08,83.46,6.41,6.77,Watermelon,0.347,1,0,0,1
79.49,5.29,60.76,24.89,85.87,6.11,2.78,Watermelon,0.32,1,0,0,1
104.3,11.95,50.12,25.43,82.91,6.83,47.37,Watermelon,0.481,1,0,0,1
97.97,13.61,48.09,24.37,87.13,6.45,130.03,Watermelon,0.89,1,0,0,1
98.24,5.23,58.43,26.49,88.59,6.31,95.83,Watermelon,0.961,1,0,0,1
104.71,11.06,40.55,25.83,89.0,6.76,45.43,Watermelon,0.422,1,0,0,1
111.66,9.19,40.15,24.42,89.4,6.62,3.71,Watermelon,0.123,0,0,0,1
76.8,23.28,61.34,24.37,81.25,6.13,22.76,Watermelon,0.527,1,0,0,1
135.99,7.09,43.18,24.25,83.04,6.65,33.04,Watermelon,0.214,1,0,0,1
74.57,13.11,49.88,24.64,85.5,6.34,37.24,Watermelon,0.353,1,0,0,1
83.23,25.9,42.66,24.9,86.11,6.22,41.74,Watermelon,0.516,0,0,0,1
103.5,18.05,37.75,25.42,81.12,6.29,4.11,Watermelon,0.334,1,0,0,1
83.23,21.02,47.6,26.26,86.15,6.77,87.48,Watermelon,0.608,1,0,0,1
133.01,25.13,58.46,24.9,87.21,6.74,50.41,Watermelon,0.881,1,0,0,1
76.84,12.76,46.9,24.85,89.2,6.39,79.2,Watermelon,0.282,1,0,0,1
94.95,20.16,39.06,26.98,86.7,6.77,35.31,Watermelon,0.617,1,0,0,1
95.01,14.72,53.69,26.9,86.25,6.73,92.28,Watermelon,0.987,0,0,0,1
98.97,4.89,39.18,25.86,86.67,6.66,21.34,Watermelon,0.875,1,0,0,1
75.94,8.25,40.73,26.71,81.14,6.94,91.65,Watermelon,0.41,1,0,0,1
73.8,15.07,45.07,26.44,80.92,6.51,10.18,Watermelon,0.88,1,0,0,1
128.22,5.49,47.48,26.28,84.42,6.52,80.82,Watermelon,0.564,0,0,0,1
113.84,18.93,42.42,26.84,83.85,6.11,43.53,Watermelon,0.588,0,0,0,1
133.07,31.04,40.41,26.04,83.99,6.28,25.67,Watermelon,0.226,1,0,0,1
82.89,11.45,59.33,24.93,85.01,6.2,53.69,Watermelon,0.394,1,0,0,1
101.65,10.73,46.33,25.51,84.24,6.79,44.35,Watermelon,0.909,1,0,0,1
130.17,16.85,54.55,25.44,87.94,6.47,9.54,Watermelon,0.337,1,0,0,1
96.16,6.92,42.93,26.13,86.55,6.0,6.19,Watermelon,0.33,1,0,0,1
85.92,23.27,52.19,25.1,87.53,6.59,78.82,Watermelon,0.406,1,0,0,1
81.4,8.08,54.3,26.28,86.63,6.96,7.29,Watermelon,0.273,1,0,0,1
77.83,26.15,45.29,26.27,83.09,6.26,158.97,Watermelon,0.799,1,0,0,1
91.84,18.67,64.05,26.74,87.82,6.75,7.47,Watermelon,0.398,0,0,0,1
134.05,26.88,43.93,25.05,85.57,6.93,144.46,Watermelon,0.37,1,0,0,1
89.03,29.27,58.19,24.69,85.57,6.35,85.42,Watermelon,0.652,1,0,0,1
114.3,9.0,60.99,24.54,84.61,6.21,67.68,Watermelon,0.337,0,0,0,1
69.71,20.74,52.74,25.9,81.97,6.28,24.71,Watermelon,0.938,1,0,0,1
111.58,16.06,58.57,26.63,84.32,6.56,4.78,Watermelon,0.544,1,0,0,1
104.51,30.57,53.67,25.36,80.46,6.9,10.9,Watermelon,0.627,1,0,0,1
95.04,10.9,51.98,25.29,89.64,6.77,3.26,Watermelon,0.733,1,0,0,1
103.49,6.45,52.74,26.64,84.7,6.19,74.95,Watermelon,0.403,1,0,0,1
97.84,14.97,47.9,25.33,84.31,6.9,3.09,Watermelon,0.524,1,0,0,1
67.67,19.07,64.9,26.9,83.89,6.46,9.41,Watermelon,0.789,1,0,0,1
96.53,24.74,53.88,26.99,89.41,6.26,76.5,Watermelon,0.307,1,0,0,1
136.82,19.12,61.37,27.58,94.12,6.78,8.94,Pumpkin,0.506,1,0,0,1
117.67,23.15,44.22,27.82,93.04,6.53,5.84,Pumpkin,0.507,0,0,0,1
105.05,26.75,58.77,29.1,94.22,6.75,4.57,Pumpkin,0.235,0,0,0,1
115.9,16.44,56.72,28.05,90.83,6.56,92.76,Pumpkin,0.546,1,0,0,1
101.69,23.39,47.83,29.92,94.56,6.12,30.5,Pumpkin,0.269,1,0,0,1
76.81,25.4,39.96,29.87,93.25,6.08,4.92,Pumpkin,0.845,0,0,0,1
94.33,22.97,53.41,29.17,92.21,6.29,3.97,Pumpkin,0.964,1,0,0,1
113.42,31.95,41.77,29.25,90.07,6.07,1.03,Pumpkin,0.331,1,0,0,1
133.07,4.83,60.53,27.76,90.36,6.74,57.28,Pumpkin,0.903,0,0,0,1
86.82,26.79,42.39,28.83,94.27,6.2,73.79,Pumpkin,0.364,1,0,0,1
93.24,32.16,51.7,28.52,92.1,6.04,8.74,Pumpkin,0.161,0,0,0,1
94.68,10.43,44.23,29.07,90.98,6.02,49.44,Pumpkin,0.938,1,0,0,1
95.89,6.7,47.34,29.08,90.74,6.7,9.51,Pumpkin,0.403,1,0,0,1
69.03,22.97,54.51,28.47,94.79,6.49,7.8,Pumpkin,0.285,0,0,0,1
128.94,30.17,52.19,28.28,90.39,6.22,58.68,Pumpkin,0.724,1,0,0,1
88.18,22.55,51.42,28.47,91.21,6.16,35.2,Pumpkin,0.667,1,0,0,1
129.75,5.51,61.09,29.69,94.3,6.17,143.79,Pumpkin,0.119,1,0,0,1
122.03,11.37,45.62,27.02,91.67,6.09,125.4,Pumpkin,0.736,1,0,0,1
72.22,18.24,50.8,29.1,94.17,6.16,34.93,Pumpkin,0.333,0,0,0,1
87.95,15.42,39.78,29.69,92.59,6.61,1.44,Pumpkin,0.378,1,0,0,1
83.2,10.22,58.53,28.21,92.87,6.45,52.07,Pumpkin,0.93,0,0,0,1
106.76,5.65,59.96,29.05,93.92,6.11,46.81,Pumpkin,0.563,1,0,0,1
106.65,11.47,54.98,29.57,93.62,6.56,45.33,Pumpkin,0.18,0,0,0,1
98.15,14.14,40.99,29.11,92.44,6.14,12.38,Pumpkin,0.813,0,0,0,1
101.68,26.15,58.27,28.2,92.91,6.1,9.88,Pumpkin,0.85,0,0,0,1
